WigleWifi-1.4,appRelease=2.64,model=M2006C3MNG,release=10,device=angelican,display=QP1A.190711.020,board=angelican,brand=Redmi
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
4a:8f:5a:a9:11:27,SZSVZS-2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:18,1,-89,50.664570000000005,14.029741666666666,167.8,1.7000000476837158,WIFI
4a:8f:5a:a2:61:30,SZSVZS-2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:18,1,-97,50.664570000000005,14.029741666666666,167.8,1.7000000476837158,WIFI
cc:2d:e0:b2:65:b6,105061.AMIGONET.CZ 2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:21,1,-78,50.66445166666667,14.030068333333334,167.2,1.899999976158142,WIFI
c4:ad:34:32:0b:11,STARNET-240-MAS-51M,[ESS],2022-08-26 22:14:21,1,-79,50.66445166666667,14.030068333333334,167.2,1.899999976158142,WIFI
d8:07:b6:b7:f7:be,Kr?anský,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:21,3,-90,50.66445166666667,14.030068333333334,167.2,1.899999976158142,WIFI
4a:8f:5a:a2:7f:ce,SZSVZS-2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:21,1,-91,50.66445166666667,14.030068333333334,167.2,1.899999976158142,WIFI
48:8f:5a:a2:7f:ce,SZSVZS-KANTOR-2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:21,1,-93,50.66445166666667,14.030068333333334,167.2,1.899999976158142,WIFI
d8:07:b6:b7:f7:be,Kr?anský,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:23,3,-66,50.66435166666667,14.03032166666667,166.2,1.7999999523162842,WIFI
cc:2d:e0:b2:65:b6,105061.AMIGONET.CZ 2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:23,1,-71,50.66435166666667,14.03032166666667,166.2,1.7999999523162842,WIFI
38:54:9b:20:63:0c,O2-Internet-679,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:23,1,-83,50.66435166666667,14.03032166666667,166.2,1.7999999523162842,WIFI
94:37:f7:30:2f:c6,HUAWEI-B311-2FC6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:23,9,-89,50.66435166666667,14.03032166666667,166.2,1.7999999523162842,WIFI
29:e1:12:e8:91:cb,,Misc,2022-08-26 22:14:25,0,-94,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,BLE
59:52:ab:ce:a5:d7,,Misc,2022-08-26 22:14:25,0,-97,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,BLE
0b:b7:21:d9:d0:20,,Misc,2022-08-26 22:14:25,0,-93,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,BLE
38:54:9b:20:63:0c,O2-Internet-679,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:25,1,-76,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
c8:d1:2a:15:05:a9,LELEK SRO,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:25,2,-76,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
62:a4:b7:60:6a:cb,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:25,11,-82,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
0c:80:63:4b:61:e2,tetanet.cz_0103,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:25,11,-83,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
38:6b:1c:66:52:d8,Kamery MOS 24,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:25,11,-83,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
7a:ac:b9:b7:5f:6c,OBORA-UBNT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:25,1,-91,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
74:ac:b9:b7:5f:6c,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:25,1,-92,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
00:e0:4c:c5:5e:2f,Vanek,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2022-08-26 22:14:25,1,-94,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
c8:d1:2a:1f:f7:f7,Vodafone Internet_F6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:25,4,-94,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,WIFI
23002_1511_104973158,O2 Czech Republic,UNKNOWN;cz,2022-08-26 22:14:25,1404,-113,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,GSM
23002_1511_104973158,O2 Czech Republic,UNKNOWN;cz,2022-08-26 22:14:25,1404,-102,50.66422833333333,14.030581666666668,165.7,1.7999999523162842,GSM
9c:9d:7e:66:63:51,Xiaomi_6350,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2022-08-26 22:14:27,2,-80,50.66410333333333,14.030813333333333,165.6,1.7999999523162842,WIFI
74:ac:b9:b7:5f:6c,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:27,1,-82,50.66410333333333,14.030813333333333,165.6,1.7999999523162842,WIFI
7a:ac:b9:b7:5f:6c,OBORA-UBNT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:27,1,-82,50.66410333333333,14.030813333333333,165.6,1.7999999523162842,WIFI
40:9b:cd:a5:0c:50,vendulka 2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2022-08-26 22:14:27,9,-91,50.66410333333333,14.030813333333333,165.6,1.7999999523162842,WIFI
84:16:f9:44:ee:c4,WESTSOU2,[WPA-PSK-CCMP][ESS][WPS],2022-08-26 22:14:27,4,-94,50.66410333333333,14.030813333333333,165.6,1.7999999523162842,WIFI
90:9a:4a:92:0c:eb,TETANET_1288,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:29,11,-76,50.664006666666666,14.031046666666668,164.5,1.7999999523162842,WIFI
00:21:91:19:1b:37,zlatadan,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][WPA-PSK-TKIP+CCMP][ESS][WPS],2022-08-26 22:14:29,3,-87,50.664006666666666,14.031046666666668,164.5,1.7999999523162842,WIFI
34:0a:33:b2:7d:fc,TETANET_1167,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:29,3,-87,50.664006666666666,14.031046666666668,164.5,1.7999999523162842,WIFI
20:da:22:56:e2:66,Autobazar Centrum,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:29,5,-87,50.664006666666666,14.031046666666668,164.5,1.7999999523162842,WIFI
00:e0:4c:c5:5e:2f,Vanek,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2022-08-26 22:14:29,1,-88,50.664006666666666,14.031046666666668,164.5,1.7999999523162842,WIFI
44:fb:5a:cd:4e:e7,O2-Internet-143,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:29,11,-89,50.664006666666666,14.031046666666668,164.5,1.7999999523162842,WIFI
60:a4:b7:60:6a:cb,TP-Link_6ACB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:29,11,-95,50.664006666666666,14.031046666666668,164.5,1.7999999523162842,WIFI
98:77:e7:d7:fd:d1,Chewie,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:31,1,-72,50.663920000000005,14.031278333333335,162,1.600000023841858,WIFI
00:e0:4c:c5:5e:2f,Vanek,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2022-08-26 22:14:31,1,-82,50.663920000000005,14.031278333333335,162,1.600000023841858,WIFI
94:44:52:ea:4b:8c,MATAMAX,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2022-08-26 22:14:31,6,-85,50.663920000000005,14.031278333333335,162,1.600000023841858,WIFI
80:8c:97:d4:4c:d3,Moskevska,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:31,11,-86,50.663920000000005,14.031278333333335,162,1.600000023841858,WIFI
38:d5:47:84:1a:a8,Dave,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:31,6,-88,50.663920000000005,14.031278333333335,162,1.600000023841858,WIFI
88:bf:e4:3f:e5:33,WLAN1-53T7D2,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2022-08-26 22:14:31,11,-89,50.663920000000005,14.031278333333335,162,1.600000023841858,WIFI
8c:59:73:aa:13:d1,Internet_13D1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:31,11,-96,50.663920000000005,14.031278333333335,162,1.600000023841858,WIFI
20:a6:80:c5:27:9d,WLAN1-002494,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2022-08-26 22:14:32,13,-97,50.663868333333326,14.031383333333334,161.2,1.600000023841858,WIFI
14:2e:5e:47:36:66,Telekom-321194,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:34,5,-81,50.66376,14.031575000000002,159.9,1.600000023841858,WIFI
6c:3b:6b:1d:18:1f,MikroTik-2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:34,9,-92,50.66376,14.031575000000002,159.9,1.600000023841858,WIFI
0b:b7:21:d9:d0:20,,Misc,2022-08-26 22:14:35,0,-93,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,BLE
29:e1:12:e8:91:cb,,Misc,2022-08-26 22:14:35,0,-94,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,BLE
59:52:ab:ce:a5:d7,,Misc,2022-08-26 22:14:35,0,-97,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,BLE
84:16:f9:44:ee:c4,WESTSOU2,[WPA-PSK-CCMP][ESS][WPS],2022-08-26 22:14:35,4,-82,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,WIFI
e0:63:da:b7:ab:a9,PENSION-DUEL,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:35,1,-86,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,WIFI
e2:63:da:b7:ab:a9,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:35,1,-90,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,WIFI
e4:be:ed:48:7d:8b,Wifi_2GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2022-08-26 22:14:35,6,-90,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,WIFI
76:83:c2:3a:da:51,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:35,1,-94,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,WIFI
c4:ad:34:32:0b:11,STARNET-240-MAS-51M,[ESS],2022-08-26 22:14:35,1,-96,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,WIFI
74:83:c2:3a:da:51,PENSION-DUEL,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:35,1,-96,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,WIFI
23002_1511_104973058,O2 Czech Republic,UNKNOWN;cz,2022-08-26 22:14:35,0,-113,50.66370666666667,14.031663333333332,159.5,1.7000000476837158,GSM
84:16:f9:44:ee:c4,WESTSOU2,[WPA-PSK-CCMP][ESS][WPS],2022-08-26 22:14:36,4,-74,50.663646666666665,14.031743333333335,159.4,1.7000000476837158,WIFI
14:2e:5e:47:36:66,Telekom-321194,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:36,5,-75,50.663646666666665,14.031743333333335,159.4,1.7000000476837158,WIFI
5c:f4:ab:1c:8b:bb,Herynkovi01,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:36,12,-76,50.663646666666665,14.031743333333335,159.4,1.7000000476837158,WIFI
5c:f4:ab:0c:64:a3,Internet_A0,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:36,13,-89,50.663646666666665,14.031743333333335,159.4,1.7000000476837158,WIFI
04:d9:f5:58:22:b0,Wifi_2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:36,13,-90,50.663646666666665,14.031743333333335,159.4,1.7000000476837158,WIFI
74:da:88:e1:cd:45,Honza,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2022-08-26 22:14:38,5,-79,50.66352333333332,14.031874999999998,158.3,1.7000000476837158,WIFI
74:da:88:e1:cd:45,Honza,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2022-08-26 22:14:39,5,-73,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
c6:c9:e3:e5:13:33,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:39,4,-78,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
7c:39:53:fd:fa:67,O2-Internet-727,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:39,1,-79,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
c0:c9:e3:e5:13:33,STARNET_Kohout,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2022-08-26 22:14:39,4,-82,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
dc:2c:6e:4b:11:98,DCUL_2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:39,1,-84,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
dc:2c:6e:58:12:e4,DCUL_2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:39,1,-87,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
80:8c:97:d7:51:47,O2-internet-802,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:39,1,-94,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
4e:5e:0c:36:50:bf,Bar Tina,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:39,6,-95,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,WIFI
23002_1511_104973057,O2 Czech Republic,UNKNOWN;cz,2022-08-26 22:14:39,6300,-113,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,GSM
23002_1511_104973057,O2 Czech Republic,UNKNOWN;cz,2022-08-26 22:14:39,6300,-80,50.66346166666667,14.031946666666666,157.9,1.7000000476837158,GSM
4e:5e:0c:36:50:bf,Bar Tina,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:40,6,-76,50.66339500000001,14.032016666666667,157.3,1.7000000476837158,WIFI
4c:5e:0c:36:50:bf,NET768762BT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:40,6,-77,50.66339500000001,14.032016666666667,157.3,1.7000000476837158,WIFI
ee:9f:db:73:68:8e,zu,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],2022-08-26 22:14:41,6,-91,50.663325,14.032081666666667,156.6,1.7999999523162842,WIFI
dc:9f:db:73:68:8e,ZU-ZARIZENI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],2022-08-26 22:14:43,6,-79,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
de:9f:db:73:68:8e,ZUUL,[WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-CCMP][ESS],2022-08-26 22:14:43,6,-79,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
fe:9f:db:73:68:8e,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:43,6,-79,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
ee:9f:db:73:68:8e,zu,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],2022-08-26 22:14:43,6,-81,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
d8:fe:e3:17:c7:fe,D-Link,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2022-08-26 22:14:43,12,-92,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
e6:63:da:71:8b:91,Hladac.cz FREE WIFI,[ESS],2022-08-26 22:14:43,6,-94,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
d6:0b:01:bb:32:e3,,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],2022-08-26 22:14:43,6,-96,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
d6:0b:01:bb:32:e3,,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],2022-08-26 22:14:43,6,-82,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,WIFI
23002_1511_104973257,O2 Czech Republic,UNKNOWN;cz,2022-08-26 22:14:43,100,-113,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,GSM
23002_1511_104973257,O2 Czech Republic,UNKNOWN;cz,2022-08-26 22:14:43,100,-93,50.66317833333333,14.032206666666665,155.8,1.7999999523162842,GSM
60:e3:27:fa:41:92,SULKO Usti nad Labem,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:45,10,-86,50.66302333333333,14.032350000000001,155.1,1.7000000476837158,WIFI
f4:f2:6d:c1:60:8e,Gyros,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2022-08-26 22:14:45,3,-87,50.66302333333333,14.032350000000001,155.1,1.7000000476837158,WIFI
c0:c9:e3:7e:a9:e6,TP-Link_A9E6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:45,3,-89,50.66302333333333,14.032350000000001,155.1,1.7000000476837158,WIFI
98:00:6a:34:05:94,O2-Internet-933,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:45,11,-92,50.66302333333333,14.032350000000001,155.1,1.7000000476837158,WIFI
6e:b1:3f:9a:9c:c5,,Uncategorized;10,2022-08-26 22:14:45,7936,-94,50.66302333333333,14.032350000000001,155.1,1.7000000476837158,BT
44:df:13:94:6a:08,,Uncategorized;10,2022-08-26 22:14:45,7936,-91,50.66302333333333,14.032350000000001,155.1,1.7000000476837158,BT
5c:f4:ab:0b:9a:c3,f.Horky,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:46,1,-79,50.662936666666674,14.032423333333334,154.9,1.7000000476837158,WIFI
b8:69:f4:a8:02:d7,Ordinace,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],2022-08-26 22:14:46,9,-82,50.662936666666674,14.032423333333334,154.9,1.7000000476837158,WIFI
7c:11:cb:fe:1f:9e,HUAWEI-B310-1F9E,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:46,11,-85,50.662936666666674,14.032423333333334,154.9,1.7000000476837158,WIFI
b0:73:5d:a1:dd:a7,HUAWEI-B311-DDA7,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:46,2,-89,50.662936666666674,14.032423333333334,154.9,1.7000000476837158,WIFI
dc:2c:6e:4b:a1:7e,DCUL_2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:46,1,-91,50.662936666666674,14.032423333333334,154.9,1.7000000476837158,WIFI
66:a4:b7:1c:37:dd,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:46,10,-94,50.662936666666674,14.032423333333334,154.9,1.7000000476837158,WIFI
06:0e:3c:08:10:67,,Uncategorized;10,2022-08-26 22:14:46,7936,-92,50.662936666666674,14.032423333333334,154.9,1.7000000476837158,BT
7b:b7:de:33:71:cf,,Uncategorized;10,2022-08-26 22:14:47,7936,-86,50.662846666666674,14.032488333333333,154.6,1.7999999523162842,BT
60:e3:27:fa:41:92,SULKO Usti nad Labem,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:47,10,-80,50.662846666666674,14.032488333333333,154.6,1.7999999523162842,WIFI
c0:c9:e3:7e:a9:e6,TP-Link_A9E6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:47,3,-82,50.662846666666674,14.032488333333333,154.6,1.7999999523162842,WIFI
24:5a:4c:a8:4e:b3,ConectartCC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:47,11,-83,50.662846666666674,14.032488333333333,154.6,1.7999999523162842,WIFI
b0:73:5d:a1:dd:a7,HUAWEI-B311-DDA7,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:48,2,-77,50.66276166666667,14.032561666666668,154.5,1.7999999523162842,WIFI
7c:11:cb:fe:1f:9e,HUAWEI-B310-1F9E,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:48,11,-78,50.66276166666667,14.032561666666668,154.5,1.7999999523162842,WIFI
26:5a:4c:98:4e:b3,Conectart_guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:48,11,-79,50.66276166666667,14.032561666666668,154.5,1.7999999523162842,WIFI
66:a4:b7:1c:37:dd,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:48,10,-88,50.66276166666667,14.032561666666668,154.5,1.7999999523162842,WIFI
60:a4:b7:1c:37:dd,Barbeshop,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2022-08-26 22:14:48,10,-94,50.66276166666667,14.032561666666668,154.5,1.7999999523162842,WIFI
28:ee:52:82:09:f2,Brabec,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:48,10,-94,50.66276166666667,14.032561666666668,154.5,1.7999999523162842,WIFI
6b:f0:9c:ac:f9:68,,Uncategorized;10,2022-08-26 22:14:48,7936,-96,50.66276166666667,14.032561666666668,154.5,1.7999999523162842,BT
c0:c9:e3:7e:a9:e6,TP-Link_A9E6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:49,3,-67,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
5c:f4:ab:0b:9a:c3,f.Horky,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:49,1,-71,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
60:e3:27:fa:41:92,SULKO Usti nad Labem,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:49,10,-75,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
48:8f:5a:c5:4a:35,JPM,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:49,9,-81,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
00:31:92:a3:8e:82,dapa,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS][WPS],2022-08-26 22:14:49,4,-82,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
32:c9:ab:ab:99:76,DIRECT-XWMFC-J3930DW_BR9976,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:49,4,-88,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
60:a4:b7:1c:37:dd,Barbeshop,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2022-08-26 22:14:49,10,-89,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
94:44:52:7b:e9:98,MEXICO2P,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:49,8,-89,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
64:d1:54:7a:1c:f2,CORE1_2.4GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:49,3,-91,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
b2:22:7a:50:65:e9,DIRECT-E9-HP Laser 107w,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:49,3,-95,50.66268,14.032631666666669,153.8,1.899999976158142,WIFI
29:e1:12:e8:91:cb,,Misc,2022-08-26 22:14:50,0,-94,50.66259333333334,14.0327,153.1,1.899999976158142,BLE
59:52:ab:ce:a5:d7,,Misc,2022-08-26 22:14:50,0,-97,50.66259333333334,14.0327,153.1,1.899999976158142,BLE
0b:b7:21:d9:d0:20,,Misc,2022-08-26 22:14:50,0,-93,50.66259333333334,14.0327,153.1,1.899999976158142,BLE
06:0e:3c:08:90:67,DIRECT-67-HP M479fdw Color LJ,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-08-26 22:14:50,1,-73,50.66259333333334,14.0327,153.1,1.899999976158142,WIFI
08:55:31:8d:59:af,Samohyb-2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],2022-08-26 22:14:50,7,-86,50.66259333333334,14.0327,153.1,1.899999976158142,WIFI
48:8f:5a:c5:4b:3f,JPM,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-08-26 22:14:50,1,-96,50.66259333333334,14.0327,153.1,1.899999976158142,WIFI
4e:ed:0c:7c:9c:da,BTK10,null;10,2022-08-26 22:14:50,1028,-98,50.66259333333334,14.0327,153.1,1.899999976158142,BT
